21,97,12,73,82,77,24,45,84,88,70,88,10,61,89,62,41,17,32,68,26,3,85,90,65,60,89,37,51,99,21,21,24,19,70,33,21,91,90,76
7,69,92,99,23,53,82,18,89,26,55,11,52,76,78,27,57,23,74,29,2,40,87,59,52,31,13,27,8,84,69,6,94,25,73,69,71,62,11,18
79,13,33,31,3,79,74,68,52,93,14,95,17,44,11,88,41,99,32,51,40,65,92,10,9,76,62,65,38,64,62,95,14,98,99,25,25,82,81,32
10,90,42,46,19,98,63,66,43,66,23,53,90,82,64,64,22,28,91,92,83,82,21,17,23,67,86,91,74,44,11,15,11,8,62,49,4,25,8,90
14,84,89,38,73,25,71,54,36,79,55,51,36,90,5,67,73,4,53,53,95,30,89,97,21,83,55,37,24,10,34,8,31,82,92,67,10,73,91,35
53,30,20,12,63,59,45,98,70,73,81,48,96,51,31,8,35,44,68,6,55,59,18,59,1,11,44,1,11,22,43,34,88,43,97,11,89,44,16,7
53,52,46,52,66,34,64,30,83,35,64,43,56,99,70,16,86,15,53,73,38,38,13,88,54,12,55,44,55,1,1,41,60,48,15,11,73,51,52,36
18,17,47,82,34,90,74,39,53,52,15,76,90,40,13,3,51,50,11,86,3,21,63,39,17,54,74,23,89,84,92,45,28,7,27,23,44,45,42,77
50,99,21,33,13,89,63,87,22,52,24,36,81,65,41,96,17,48,16,37,29,69,44,80,43,1,1,9,33,76,51,47,86,73,24,40,79,6,78,99
54,61,34,35,66,88,67,53,81,14,29,76,87,65,35,71,79,24,58,6,87,75,65,79,50,67,26,7,65,81,81,74,73,59,16,92,49,86,46,74
64,53,76,27,48,43,34,19,79,87,92,45,11,90,57,30,54,52,99,88,36,58,54,2,16,72,49,29,44,20,23,4,53,8,92,28,54,20,58,86
90,8,13,28,10,70,42,47,17,28,12,77,34,14,89,73,86,21,23,13,15,5,2,44,57,6,41,80,81,75,93,24,63,6,76,99,24,39,83,24
67,74,2,46,21,64,12,92,98,69,64,57,84,49,80,12,72,74,69,53,68,90,17,83,57,16,48,34,88,69,92,21,52,83,10,36,73,63,97,37
34,30,87,31,78,93,39,94,95,32,27,67,87,72,23,6,98,33,46,98,28,86,72,76,17,8,46,45,90,58,25,12,33,29,17,71,70,39,17,64
58,13,15,40,87,37,13,74,70,39,69,81,99,14,55,1,91,3,76,56,26,22,86,28,96,84,13,69,99,66,16,14,9,18,61,73,36,26,88,77
58,21,19,61,6,28,38,84,23,9,70,72,34,73,14,89,55,23,41,40,32,57,86,87,32,9,89,81,24,73,32,65,6,17,41,44,35,91,11,5
35,98,94,3,25,1,47,2,33,51,43,30,25,4,98,28,78,26,32,51,69,80,37,6,58,43,66,16,73,27,29,28,97,15,20,55,39,64,17,82
69,99,94,57,52,43,5,52,10,38,54,97,60,73,43,10,51,89,65,14,29,8,4,13,73,49,21,62,25,44,38,78,72,79,91,4,11,28,66,10
42,18,56,23,70,70,16,24,23,45,80,4,20,68,77,96,19,46,55,16,19,22,91,69,50,39,36,21,83,52,11,25,45,56,16,2,36,84,51,72
61,33,43,95,79,64,15,71,20,43,87,31,91,5,57,17,59,29,53,6,14,8,1,85,56,27,51,37,51,40,39,61,39,9,50,88,11,80,28,83
94,39,70,45,71,92,66,73,16,10,73,89,69,77,28,50,54,78,59,33,58,49,39,34,88,36,20,70,16,97,47,13,24,23,92,71,79,85,61,75
7,38,85,22,89,81,33,7,13,54,11,77,66,93,71,6,16,9,94,33,58,2,71,80,82,1,41,63,88,96,31,7,49,26,90,45,34,51,29,30
41,3,70,4,2,91,17,96,99,55,67,81,27,83,34,94,37,29,75,85,28,96,56,16,37,78,4,55,97,23,47,19,51,22,68,15,1,44,56,54
27,75,18,59,93,40,72,61,36,33,27,3,21,37,56,36,55,1,36,86,22,76,61,19,14,7,68,3,53,14,85,79,40,79,15,72,88,30,9,18
61,98,31,70,57,74,35,53,71,46,63,93,67,82,95,72,54,13,62,97,42,25,34,72,56,86,48,92,17,87,77,56,96,68,88,73,83,32,96,68
69,69,74,6,99,66,87,89,50,23,97,89,55,27,77,47,37,93,40,65,85,20,13,10,20,24,88,88,52,21,64,86,7,87,52,44,23,71,57,46
8,84,83,20,48,99,39,4,64,12,81,78,97,19,21,54,27,32,40,73,64,38,63,45,20,8,19,4,60,51,29,46,1,26,12,61,49,19,96,94
12,17,54,69,18,12,98,29,99,3,94,16,18,50,87,77,94,41,46,59,36,31,2,6,75,32,62,34,9,53,44,48,2,15,52,97,25,10,93,37
33,6,84,93,79,64,15,28,59,72,39,27,69,88,71,87,26,41,49,64,5,88,9,32,27,65,86,96,99,36,72,1,87,41,26,87,21,36,45,46
87,23,73,41,53,86,12,47,40,76,16,50,96,92,20,82,97,41,61,92,5,59,93,68,18,24,68,95,15,72,62,43,74,40,60,67,21,77,21,76
48,64,85,16,40,8,96,99,28,73,8,37,28,60,62,20,51,77,54,64,35,9,26,73,80,94,28,72,76,21,52,51,96,26,89,7,51,13,72,38
9,99,48,68,71,3,59,72,91,61,20,77,97,75,58,47,19,4,42,71,84,90,90,29,28,31,41,32,95,99,5,31,35,50,65,19,12,34,57,52
29,88,5,44,68,47,22,7,31,65,71,54,4,18,3,35,44,25,75,51,14,8,98,40,73,38,35,92,8,97,96,61,90,20,13,7,31,82,97,27
36,72,37,57,80,68,50,59,59,32,90,67,83,41,24,17,35,16,34,84,42,10,63,55,97,52,36,46,4,64,58,82,36,90,97,2,66,91,64,45
29,27,50,10,95,80,91,55,81,7,68,65,59,9,27,52,2,83,46,6,16,43,37,94,22,15,62,21,24,27,95,83,23,56,97,19,93,75,67,59
59,58,47,20,56,88,26,47,8,95,11,66,19,96,8,16,73,43,49,20,62,9,39,33,74,93,83,5,62,93,41,80,96,71,47,66,24,1,27,13
5,6,95,66,36,92,14,79,46,33,20,75,49,6,70,31,7,84,37,20,13,78,36,27,79,58,45,34,38,92,1,59,19,25,51,25,34,39,11,11
71,26,44,56,18,19,49,36,68,32,74,54,67,68,10,21,38,87,89,24,56,85,18,27,3,58,42,46,78,69,66,9,86,2,17,1,48,77,36,30
41,62,78,8,80,65,42,61,95,62,31,71,22,13,20,8,99,50,11,38,18,60,14,77,55,62,27,77,63,31,57,3,71,5,20,95,49,57,81,21
93,31,43,86,65,67,30,49,54,59,8,34,58,81,22,39,32,15,36,24,53,82,77,41,44,61,56,75,46,7,21,19,3,48,75,31,79,98,57,44
