7,9,27,54,24,2,88,45,65,86,71,11,18,91,19,85,2,5,6,71,79,43,23,98,20,60,21,57,42,47,64,71,48,56,68,9,59,19,70,81,99,22,35,69,65,77,15,77,32,94,28,29,71,55,95,64,46,86,98,94,45,67,92,20,96,13,91,72,69,9,69,1,21,32,14,31,58,87,80,13,86,32,28,61,80,20,77,56,86,75,56,46,84,80,78,38,31,29,99,91
81,40,35,13,24,32,46,21,21,5,45,20,88,70,38,65,4,57,67,97,19,92,3,8,56,35,30,66,88,15,32,91,93,9,12,62,25,79,20,29,76,11,13,44,80,97,65,86,88,9,13,48,88,38,22,15,67,84,21,79,95,23,27,67,32,10,43,25,45,6,26,13,7,34,95,64,88,78,74,45,62,51,21,14,96,83,30,85,84,62,29,12,18,22,5,12,86,46,68,72
53,78,99,77,24,75,88,99,93,44,52,92,27,8,50,73,38,47,20,52,31,5,81,65,10,6,78,25,22,95,53,96,86,9,42,52,14,93,52,97,83,39,65,87,65,34,79,51,48,89,6,41,63,78,61,55,50,57,60,43,68,64,74,28,59,94,59,45,79,32,67,34,11,84,37,33,96,59,86,25,91,82,62,72,36,22,95,92,5,4,44,51,10,44,92,96,49,15,41,71
33,62,38,9,96,11,20,42,42,30,69,96,83,32,88,94,66,24,50,56,4,53,66,99,67,52,69,21,3,71,46,67,29,63,32,10,63,7,27,52,44,13,92,22,6,14,79,93,8,8,93,32,16,32,78,56,77,96,71,34,38,77,28,55,73,42,16,34,95,17,90,7,73,80,11,85,55,21,68,25,21,48,20,76,99,11,51,14,73,41,75,15,18,93,84,84,77,68,41,21
87,62,60,4,74,40,95,3,20,74,12,78,93,80,45,97,45,44,15,11,5,90,99,76,94,84,16,32,75,67,29,3,3,43,45,15,85,93,54,57,20,89,6,93,1,25,44,97,8,22,14,46,15,44,63,77,82,46,52,77,8,70,20,10,66,40,16,46,37,23,51,54,34,60,27,68,16,56,6,80,42,65,25,66,46,87,23,55,82,22,64,75,34,13,42,74,25,56,63,95
81,49,13,9,55,19,93,12,85,63,46,77,48,35,97,46,54,38,59,90,49,57,28,20,82,56,91,39,67,19,17,96,43,56,52,5,9,50,68,46,61,12,10,77,41,17,53,31,88,55,99,99,86,31,80,68,44,9,41,65,69,59,78,84,25,76,1,4,30,18,98,94,45,73,23,25,63,84,67,68,33,61,65,32,81,59,43,29,50,47,84,28,87,25,61,20,64,72,54,55
48,21,88,86,74,17,14,64,25,89,5,99,36,64,17,26,67,47,79,28,78,36,88,70,99,8,1,42,55,40,36,3,45,75,46,34,41,96,49,17,75,47,17,89,64,58,1,4,4,39,7,6,43,72,51,92,20,85,67,48,80,14,37,72,52,62,64,77,11,87,43,97,11,75,21,45,74,31,79,45,52,1,52,59,16,4,58,78,79,77,97,22,81,19,69,84,53,60,56,42
91,89,62,9,3,72,59,12,78,78,60,39,98,94,76,64,93,79,38,18,58,30,38,51,28,26,5,91,16,5,15,92,34,87,83,19,90,82,6,47,13,5,6,2,12,96,13,24,60,70,76,54,73,54,82,7,37,8,10,10,74,41,28,2,2,31,71,79,64,97,25,36,50,91,89,99,24,1,41,3,83,59,35,81,85,1,9,15,79,91,83,80,31,64,39,3,42,42,95,51
69,43,64,81,39,47,83,88,99,47,10,98,29,25,94,78,66,13,44,11,28,79,47,70,45,99,57,36,26,5,68,61,31,24,98,1,5,6,52,95,5,95,96,60,47,20,30,26,11,52,71,91,49,53,10,56,6,91,63,88,9,58,99,8,27,65,46,12,90,4,84,23,23,87,24,81,55,74,88,41,99,80,58,74,66,67,80,37,26,41,74,6,2,74,76,56,36,4,71,67
12,85,58,85,14,30,31,2,78,16,78,5,90,71,10,17,38,10,19,63,85,58,50,45,21,81,35,96,89,15,92,39,97,92,64,91,1,91,46,97,24,23,49,72,92,63,60,79,62,91,22,82,51,5,31,40,4,19,71,41,2,38,72,44,79,18,76,75,27,79,41,57,14,10,1,48,18,74,60,55,27,64,93,71,10,47,97,9,11,88,9,62,78,43,34,78,59,31,32,7
