20,96,47,74,89,82,4,70,36,90,90,90,92,82,83,27,46,65,82,8,67,68,35,24,73,79,35,35,73,40,49,72,15,54,77,85,47,69,88,39,2,67,37,45,98,10,96,89,62,55,5,61,72,55,84,41,57,36,54,87,10,13,84,77,76,27,46,79,96,34,12,72,68,13,70,14,79,74,56,68,58,75,41,71,3,65,88,79,69,10
27,26,59,76,24,26,82,81,73,67,33,54,6,44,1,92,4,95,9,12,11,17,9,79,63,10,12,21,3,94,5,16,59,99,50,96,81,90,86,77,40,25,30,16,95,15,78,99,56,48,71,72,22,61,74,56,27,72,54,51,11,87,37,42,27,8,7,82,89,71,49,95,23,10,61,37,31,16,62,8,53,95,44,29,54,10,21,99,40,31
82,76,46,93,54,4,28,40,89,96,17,37,13,34,95,54,28,31,91,20,42,90,38,69,31,86,25,71,83,62,64,75,81,10,94,11,48,2,54,44,62,88,13,85,38,14,77,51,28,52,9,67,72,9,42,33,2,78,26,57,18,36,15,7,75,13,53,7,57,98,39,94,59,52,62,57,30,62,15,96,56,8,70,75,35,34,72,56,99,95
41,10,30,28,26,53,27,70,60,21,81,20,98,59,85,29,10,21,56,14,48,85,34,66,31,29,53,6,53,18,7,75,88,45,88,65,49,11,97,56,87,69,93,1,44,30,82,69,51,78,80,67,12,86,34,17,84,43,1,71,36,62,3,43,36,62,46,50,44,74,90,83,49,34,23,55,29,21,3,75,28,65,18,26,6,90,23,85,17,33
99,13,74,16,56,19,5,57,81,82,22,33,36,37,28,14,64,22,41,76,58,61,27,18,91,29,13,30,71,84,20,63,23,57,62,67,22,70,13,28,83,88,48,6,89,63,49,78,98,53,55,21,5,86,21,92,69,62,13,60,91,72,79,91,43,58,64,15,40,60,58,56,83,99,37,41,43,94,68,14,1,49,33,17,14,4,25,62,17,87
47,23,13,60,84,51,21,7,73,17,17,24,64,52,27,2,12,93,4,83,77,7,62,52,47,21,24,69,68,68,63,17,42,14,1,50,53,61,1,68,44,58,34,33,78,69,8,35,51,27,4,99,34,34,1,15,6,32,41,99,28,26,59,53,61,50,55,49,5,85,21,62,50,46,25,92,82,42,2,70,49,30,4,20,52,71,40,4,99,5
49,80,72,15,85,34,49,2,65,8,78,16,69,24,4,95,61,11,6,27,72,7,78,44,88,39,40,34,87,2,54,61,2,16,29,68,11,37,2,36,8,86,51,77,35,95,73,33,30,80,53,76,14,89,49,9,63,37,3,72,23,61,21,47,4,5,78,3,36,85,1,13,31,7,37,6,50,22,48,44,64,1,18,61,96,36,66,71,84,33
99,47,98,81,37,27,76,63,51,80,72,72,63,75,86,94,39,33,63,52,48,21,14,76,82,31,69,42,23,7,23,98,56,99,71,17,51,64,65,99,85,22,83,71,44,18,41,80,83,63,91,2,66,7,25,81,12,14,12,55,98,35,55,62,59,79,73,68,95,53,91,44,51,38,26,78,30,37,84,12,80,25,18,59,71,70,48,17,37,38
66,83,26,50,67,34,32,90,29,54,33,11,19,90,97,84,15,62,90,69,58,8,76,99,85,31,43,57,94,41,17,98,33,85,83,68,87,65,99,7,14,18,73,60,26,53,95,62,74,79,82,10,31,56,49,81,28,78,84,65,96,23,70,96,90,64,82,81,49,7,48,42,75,38,99,10,19,20,46,38,33,87,98,93,19,47,17,31,15,74
38,89,75,85,70,24,30,89,87,58,62,39,60,33,84,63,75,47,44,32,11,6,35,48,71,13,19,77,3,68,66,91,32,15,48,96,39,63,29,27,69,94,91,16,79,30,65,70,27,15,71,81,90,6,69,90,63,16,62,90,83,94,96,53,83,93,74,36,77,52,63,49,4,34,32,7,80,42,81,69,24,17,71,78,46,12,13,83,27,69
28,33,9,14,94,4,94,39,46,73,45,54,13,81,11,87,42,71,60,82,52,98,47,36,97,94,77,17,46,79,17,73,53,71,4,73,89,23,43,81,21,94,72,25,30,68,2,24,78,47,58,88,39,12,86,15,29,39,83,21,99,6,88,46,81,46,35,90,17,66,79,51,78,99,44,12,22,87,53,54,35,86,86,60,99,17,19,92,3,76
68,78,83,97,29,54,4,23,99,45,73,58,98,7,74,13,43,60,58,22,37,19,66,58,70,73,73,51,9,43,33,59,31,80,5,74,3,49,40,45,12,6,47,41,92,26,24,64,74,74,15,1,93,18,89,96,10,64,22,75,58,17,12,42,14,96,68,10,97,22,73,42,17,21,4,20,69,75,61,88,39,3,55,56,59,10,61,11,25,19
84,71,81,26,82,23,95,35,10,40,18,87,30,64,85,7,18,29,64,61,75,73,51,56,27,89,70,35,84,99,5,96,46,23,8,81,27,64,47,12,16,5,67,86,36,52,30,65,48,49,48,53,1,11,12,37,39,27,90,35,10,94,63,93,30,4,25,29,86,50,11,37,90,43,48,23,14,98,76,84,64,16,6,83,63,9,58,97,84,26
40,32,14,77,38,60,32,23,9,25,17,25,91,34,92,19,29,91,34,6,75,85,19,55,81,70,4,32,48,47,15,3,5,88,79,3,18,77,29,35,84,68,59,61,74,84,48,85,65,41,25,57,95,32,30,24,9,52,88,83,40,10,36,97,57,27,3,73,91,60,82,82,8,48,41,10,67,82,54,16,82,35,17,1,91,64,77,58,5,85
31,66,84,38,20,56,99,17,69,80,69,86,54,80,28,50,75,50,56,7,90,49,82,99,85,89,60,79,4,54,73,4,41,44,80,82,1,29,44,82,85,26,87,95,2,35,5,50,45,68,74,58,36,26,16,93,91,38,72,21,10,81,79,47,95,85,22,42,50,26,74,34,63,12,99,85,34,39,40,25,82,72,29,86,49,76,80,37,24,75
87,54,80,58,28,81,64,3,18,92,60,57,97,61,62,84,10,82,29,4,91,87,37,89,56,34,16,72,8,69,40,45,60,46,78,76,77,55,86,56,1,9,96,71,17,35,93,21,75,39,30,15,91,78,21,75,33,63,84,72,82,49,94,63,16,73,14,24,51,24,10,89,31,4,67,70,6,12,83,16,21,52,5,2,61,52,27,36,15,26
60,72,26,85,94,50,18,15,81,17,59,82,41,10,28,63,3,84,99,85,61,46,56,30,27,51,21,57,63,25,77,25,72,50,95,62,12,68,15,6,78,56,75,90,26,2,85,94,33,29,79,40,39,92,53,90,32,44,85,56,64,96,17,53,82,25,70,82,83,19,20,96,44,91,26,3,53,50,66,27,78,37,43,95,64,28,21,21,79,68
9,57,28,33,5,96,34,57,97,70,94,82,42,82,92,37,65,46,44,53,83,37,67,19,10,3,86,78,99,22,91,25,41,48,86,82,88,62,16,43,50,74,50,43,37,53,84,54,1,57,29,2,14,13,36,41,57,11,93,16,95,73,47,54,14,69,32,36,61,53,91,25,3,93,10,59,62,30,66,7,28,17,17,97,58,73,34,85,71,49
42,47,24,72,40,85,2,64,16,51,33,9,85,79,98,55,12,89,80,25,92,14,54,11,78,24,22,39,92,39,96,16,64,66,10,96,45,54,47,96,94,28,24,99,51,43,26,34,30,90,14,95,74,37,82,98,87,71,14,97,10,94,64,40,35,28,98,57,44,92,86,84,39,70,17,88,5,64,86,51,91,16,10,6,68,26,80,73,84,80
9,68,21,50,40,61,41,74,95,55,44,33,69,50,79,3,70,44,57,93,52,56,1,7,31,80,69,83,14,27,16,43,1,90,81,45,81,51,55,61,25,80,48,43,15,25,9,18,86,38,81,21,96,31,81,49,48,92,77,26,51,13,44,17,47,63,91,37,71,78,81,22,81,22,92,58,78,17,40,6,31,77,24,66,83,99,12,5,49,35
29,36,26,1,88,3,56,32,68,61,61,60,41,3,21,86,45,66,11,81,90,63,9,3,68,34,18,54,42,97,30,91,22,84,6,9,43,55,16,17,98,59,10,87,54,16,1,51,94,80,93,3,63,10,23,35,87,53,76,79,88,65,50,16,96,8,87,35,32,55,47,49,28,15,29,33,5,13,76,95,72,97,49,53,11,54,69,36,63,74
9,59,66,81,74,5,46,95,81,12,68,76,98,71,60,37,77,79,6,49,79,30,81,8,62,27,70,17,68,27,86,68,74,83,25,70,33,12,14,76,93,76,15,64,84,89,93,50,59,4,61,89,6,15,33,28,88,18,3,48,71,20,33,53,79,94,19,68,21,86,5,55,1,86,87,28,43,3,21,28,18,47,3,44,17,30,64,12,3,91
50,54,16,81,98,97,73,25,42,88,16,2,47,94,7,42,40,70,65,61,34,1,23,72,68,71,26,49,24,40,3,89,64,23,16,16,55,5,27,33,17,70,87,60,75,98,44,20,73,48,65,31,41,50,70,15,94,48,45,98,89,37,77,57,17,58,22,27,9,96,96,60,24,34,69,19,24,21,32,71,11,42,50,29,77,87,35,38,24,98
54,66,61,70,27,89,92,79,49,17,85,79,82,45,92,75,39,16,73,27,82,27,34,98,62,42,16,99,24,53,58,10,53,48,44,66,34,94,6,67,31,49,8,3,56,94,44,33,82,80,38,9,11,57,39,62,10,59,47,87,63,33,53,40,9,31,64,17,95,73,40,99,43,98,73,15,81,26,97,38,79,5,59,68,78,75,18,12,14,53
