74,81,84,90,82,73,14,98,99,91,18,23,23,15,94,63,67,42,8,5,87,4,30,38,46,82,96,9,29,54
21,24,14,9,12,10,25,96,77,31,24,84,8,41,84,36,45,9,49,76,98,27,19,55,84,77,50,59,64,77
74,50,8,26,44,8,38,33,38,24,80,96,19,26,85,34,42,96,5,23,47,52,44,74,92,67,74,45,85,35
25,28,18,37,44,11,78,21,4,92,69,35,53,61,90,34,75,62,9,43,95,29,53,62,85,35,84,31,5,7
5,39,8,17,4,92,75,61,66,42,91,6,96,55,56,12,73,86,41,28,69,22,82,4,16,49,94,19,54,18
65,70,39,76,9,55,18,26,77,74,59,8,65,61,69,88,89,92,8,99,51,59,14,88,52,72,37,51,49,82
37,90,27,37,81,34,47,14,67,97,51,53,71,74,75,40,54,10,57,39,7,58,99,23,15,9,1,28,19,96
37,10,63,40,70,99,90,3,13,20,3,26,52,11,88,66,99,96,48,77,90,99,78,46,74,72,95,54,58,56
25,63,5,10,46,43,10,18,80,94,24,41,62,97,57,86,29,71,99,86,99,49,19,19,12,34,58,63,44,61
44,91,21,66,90,4,33,48,83,88,56,52,83,70,19,80,20,52,27,10,16,76,2,5,66,40,50,8,45,99
89,3,2,65,70,16,55,21,83,16,54,25,31,1,91,59,39,24,68,20,2,77,57,76,56,66,99,2,67,94
16,1,14,32,87,31,80,8,74,57,21,21,41,86,91,17,18,41,12,62,95,5,30,17,73,41,33,19,22,40
39,89,14,42,80,72,71,43,80,12,69,81,23,68,64,91,21,35,21,61,76,83,69,11,86,69,1,81,50,27
61,56,65,62,85,93,85,74,94,85,32,44,3,1,47,33,24,91,42,25,51,77,95,1,95,30,77,8,44,50
13,72,45,41,56,16,71,66,7,23,50,83,70,43,30,69,98,94,7,28,53,53,70,26,22,50,88,88,35,33
94,82,38,63,74,92,84,27,28,61,70,26,36,23,69,36,97,5,51,5,62,74,74,78,88,95,89,87,81,7
19,66,8,74,20,20,97,89,81,93,97,39,22,41,10,31,73,68,41,75,74,70,25,7,85,12,74,89,70,71
12,3,47,16,52,23,60,4,44,92,85,3,23,15,27,15,97,97,28,49,88,62,75,99,44,74,69,93,88,15
10,82,70,11,14,53,13,66,29,84,5,55,54,25,2,5,17,31,51,84,79,20,92,58,43,20,42,20,61,24
78,75,61,74,31,92,11,84,14,46,76,95,41,16,81,38,37,5,99,36,65,79,93,67,35,80,27,16,38,87
47,58,45,53,33,66,81,80,70,2,15,69,48,9,35,72,42,39,27,62,62,13,93,58,78,76,38,48,21,58
24,91,77,77,52,30,95,13,44,64,95,81,90,73,95,36,1,79,90,37,95,22,94,98,61,31,23,49,59,42
72,27,31,13,50,92,23,92,27,35,57,79,26,33,4,70,9,58,42,58,2,43,21,32,9,95,45,22,48,98
99,52,85,56,19,84,45,81,40,82,27,37,98,84,37,69,76,20,18,26,24,72,21,56,68,46,94,5,59,29
19,81,63,13,66,62,61,3,40,77,4,35,98,19,94,43,67,83,26,73,71,12,31,5,62,99,85,89,4,36
59,60,45,14,89,17,80,13,13,78,13,5,80,3,47,2,11,82,7,8,21,53,52,53,36,75,4,66,41,23
1,53,16,38,54,74,30,86,22,38,5,35,44,92,27,25,39,6,10,77,52,14,30,29,22,72,65,7,61,14
9,50,82,7,84,7,44,79,76,72,47,19,19,43,34,18,82,64,85,56,13,82,52,57,1,7,93,35,12,24
3,10,14,36,17,96,55,46,3,38,23,22,78,91,18,53,21,99,1,87,25,8,15,56,88,94,56,92,25,63
19,81,10,4,52,73,43,61,55,93,40,99,99,5,22,78,88,15,97,69,61,89,59,3,10,90,30,94,18,22
