49,35,40,16,66,89,39,28,70,3,7,85,30,78,28,47,58,85,85,82,16,76,43,57,75,30,18,16,58,7,78,98,71,7,10,5,72,53,15,26
83,70,18,18,7,17,98,60,99,48,61,63,71,31,3,79,25,1,71,15,20,20,28,66,22,93,89,81,51,61,14,25,40,51,22,28,64,59,88,31
58,20,6,44,20,8,31,82,21,84,22,69,71,90,76,85,75,43,9,98,67,25,21,96,55,12,39,40,41,27,98,89,66,87,34,89,63,27,63,2
30,17,54,98,47,43,6,61,17,98,79,12,8,53,23,47,84,51,72,62,72,63,97,97,12,9,58,75,78,96,6,43,16,77,23,89,52,77,99,57
87,12,35,65,13,41,83,32,46,9,53,98,77,93,25,82,87,19,47,86,63,96,24,23,55,96,35,97,8,65,45,80,35,99,40,85,79,9,13,98
77,93,22,35,39,56,14,11,79,4,81,98,50,18,93,98,96,59,44,90,10,97,33,37,97,41,1,50,61,50,18,63,39,22,86,62,65,84,28,40
17,30,1,47,16,80,70,20,24,71,54,48,12,78,48,27,3,60,57,96,3,94,89,98,50,34,4,56,48,64,87,84,41,27,14,56,68,28,61,18
29,59,81,37,18,94,11,47,49,84,81,57,35,37,45,76,37,32,53,94,70,5,13,56,9,6,99,83,51,3,72,31,53,69,46,88,36,22,8,27
61,89,44,34,99,28,27,87,54,47,58,80,73,14,75,13,20,51,73,4,89,66,76,75,84,72,7,45,98,47,47,14,99,89,8,47,55,82,44,69
74,22,93,29,32,37,13,84,91,41,36,88,13,99,48,89,79,80,53,20,16,49,89,50,52,53,95,63,32,70,67,51,43,31,65,61,52,42,12,72
68,14,39,81,24,50,34,60,25,56,94,75,14,36,71,32,34,93,31,11,74,57,85,59,82,67,18,56,98,37,66,46,96,37,15,23,26,79,60,39
32,65,77,25,25,49,63,92,47,69,93,57,16,44,46,25,94,63,46,86,2,18,76,10,49,56,28,70,73,94,85,15,27,79,89,41,94,62,6,15
91,6,44,63,81,9,35,44,91,44,5,28,87,55,13,14,21,71,23,77,39,66,42,79,59,47,21,76,17,86,94,82,31,15,38,67,1,77,1,25
