99,60,75,41,88,71,64,63,18,64,32,92,11,98,33,33,75,21,30,68,45,99,75,3,8,14,91,59,75,12
11,43,9,14,30,31,53,30,17,23,53,20,18,92,22,94,44,25,2,70,48,83,59,63,82,2,96,57,13,64
14,62,39,86,1,51,89,41,77,82,13,32,92,98,13,55,12,23,74,20,21,49,60,74,8,6,16,34,21,6
68,82,46,85,12,46,38,37,44,58,46,27,94,22,6,81,96,81,60,32,94,88,33,83,63,18,27,24,90,25
70,33,27,41,15,21,9,90,98,11,56,98,32,87,8,59,93,71,82,57,57,5,20,23,2,45,26,97,82,2
1,51,17,96,8,72,20,2,43,81,65,80,71,58,74,5,56,82,73,8,84,9,89,6,68,5,34,41,30,86
79,67,94,7,30,16,69,75,84,58,81,92,24,67,23,33,91,16,80,12,76,41,7,73,43,3,75,55,30,62
60,35,18,33,73,20,13,91,89,1,11,53,93,73,90,94,43,20,43,57,98,52,78,41,19,70,41,94,88,54
69,70,79,15,91,18,23,39,56,33,56,7,65,9,58,53,17,25,13,66,6,64,85,30,41,5,71,26,68,82
96,22,78,91,19,34,71,23,19,52,38,66,9,37,4,31,42,3,7,65,10,30,53,31,66,18,80,75,19,51
65,79,37,63,86,6,10,66,23,47,62,62,68,36,7,80,28,60,54,23,57,11,36,68,64,23,83,36,29,88
77,47,59,42,21,22,51,32,34,43,82,41,60,58,67,88,98,78,9,62,8,44,12,4,44,41,80,66,3,28
75,32,8,52,26,90,33,47,40,82,91,76,77,97,81,21,85,35,57,93,76,55,97,42,20,22,1,11,99,46
57,32,53,95,10,92,16,96,57,74,81,12,14,20,9,11,95,4,13,83,88,59,24,58,83,54,80,28,30,75
39,48,32,34,8,87,48,21,67,63,94,6,27,72,76,73,17,31,12,67,28,83,57,57,26,5,71,1,21,75
81,10,89,16,72,97,95,82,32,81,87,78,61,58,56,84,98,19,51,1,97,16,64,16,79,86,51,19,72,33
90,85,58,63,8,58,61,3,6,37,67,32,81,70,20,83,99,73,38,96,11,22,34,85,53,10,35,15,21,92
81,1,17,1,15,11,12,59,16,7,33,88,2,96,62,36,49,3,29,81,12,23,35,83,4,82,74,88,10,8
54,91,34,35,41,63,23,41,13,29,58,81,13,37,14,94,23,30,47,27,89,73,40,46,61,85,94,76,66,16
35,38,38,34,82,14,23,89,5,77,93,18,41,25,98,61,66,4,91,92,19,93,78,20,29,79,38,72,58,91
91,52,90,34,61,59,56,66,88,3,60,26,52,61,21,45,43,69,21,8,45,75,97,86,55,78,11,34,64,41
7,75,5,12,34,34,52,45,54,73,3,23,18,35,62,30,22,88,13,45,71,12,16,50,44,70,80,23,65,92
70,79,77,90,14,37,85,19,79,40,58,46,97,39,45,62,72,3,61,80,38,57,3,88,91,8,55,51,48,22
4,63,84,97,89,96,20,21,45,78,70,13,45,38,57,15,88,77,42,27,76,3,82,22,46,59,68,5,80,34
1,29,79,11,78,85,13,34,54,72,6,5,12,94,56,93,95,60,58,58,93,34,11,45,56,89,68,56,45,78
55,58,62,81,85,49,75,27,42,94,33,41,68,14,85,97,9,46,81,11,95,87,51,69,24,7,40,84,74,18
77,55,52,60,55,24,37,70,68,97,8,11,98,30,14,69,16,37,49,11,56,20,45,23,91,17,70,66,67,8
70,91,48,55,39,38,14,93,97,83,29,53,43,81,1,69,96,46,50,85,97,83,24,31,27,25,63,12,32,14
12,85,86,74,54,35,19,75,29,68,44,89,57,57,18,98,64,18,77,18,28,2,45,96,3,48,61,39,17,50
2,95,9,20,25,58,70,58,30,85,92,37,12,42,50,39,67,78,90,38,33,19,33,36,29,52,31,32,50,77
