26,65,23,36,91,81,68,27,64,94,30,57,34,76,71,13,90,11,70,78,26,79,85,73,65,39,31,48,12,17,29,91,15,79,18,13,98,24,95,62,81,90,32,1,49,78,32,74,40,93,62,60,76,77,27,45,23,35,36,8,92,72,68,61,29,63,10,45,11,31,25,28,86,80,35,61,97,92,12,34,84,9,12,40,61,40,53,86,2,89,7,30,11,42,5,71,16,65,26,24
50,50,73,59,77,71,28,50,75,44,69,39,8,2,54,97,73,23,23,33,8,65,33,56,30,42,96,18,13,12,41,29,50,19,26,91,3,62,1,27,11,89,35,25,6,17,63,13,65,13,14,17,69,65,91,32,5,70,11,44,47,91,85,55,41,99,93,24,11,31,94,79,43,17,35,19,38,5,57,86,39,72,44,93,25,11,78,93,82,58,93,26,7,34,24,91,40,45,87,87
64,16,55,80,78,17,21,25,74,28,2,19,52,71,46,64,96,57,53,99,44,84,54,3,31,1,45,73,40,13,96,90,31,38,9,24,78,86,60,37,35,23,1,84,91,56,29,56,93,59,18,58,60,61,96,64,21,41,12,72,30,16,76,97,60,27,62,18,38,68,4,97,37,73,98,21,83,15,66,61,99,93,27,88,3,64,67,1,82,84,47,24,42,95,16,54,15,62,91,91
83,42,93,43,78,67,79,15,21,13,81,2,47,96,67,30,64,77,82,95,45,42,80,51,27,74,58,72,23,34,30,54,37,81,93,72,42,22,10,59,82,50,3,52,65,56,13,69,65,38,61,1,10,67,62,60,50,43,2,47,38,43,30,79,89,26,62,38,33,42,56,32,73,40,67,17,3,22,81,67,75,30,6,15,62,59,85,70,84,38,51,83,91,48,18,34,34,60,16,69
83,54,83,5,97,34,67,83,18,62,44,11,17,53,20,56,54,43,4,15,94,77,4,31,47,26,67,84,53,22,25,55,17,10,14,28,42,36,99,54,97,19,90,97,3,99,50,44,94,19,67,20,81,61,39,10,80,43,36,14,86,21,82,55,81,76,27,88,55,14,93,17,33,61,86,55,52,66,8,95,43,71,89,45,96,85,87,86,33,6,4,97,28,51,60,82,58,49,96,95
11,27,28,65,72,32,30,39,20,31,56,39,34,21,65,19,87,24,35,82,49,88,85,68,17,92,6,12,52,89,88,18,8,71,67,64,30,62,58,6,54,4,57,61,81,91,60,51,29,25,10,78,91,88,22,84,14,31,48,43,62,22,23,41,70,90,11,34,36,13,52,13,52,47,13,34,36,44,79,23,64,3,46,72,73,88,23,22,85,7,54,51,8,60,80,33,18,50,72,8
18,55,21,29,58,42,1,10,42,68,71,23,12,64,97,6,46,40,23,97,84,30,36,45,85,72,96,70,67,17,99,70,50,89,54,21,72,73,13,3,78,11,18,69,99,15,74,13,28,81,32,67,53,25,20,58,83,86,46,3,82,17,15,69,57,78,9,6,97,92,9,25,24,68,70,22,89,67,64,23,15,95,65,62,59,15,70,72,83,12,25,22,63,62,71,83,24,56,33,3
96,35,55,3,96,15,59,94,9,21,3,59,77,94,95,75,19,15,7,8,91,57,32,84,77,69,5,46,89,10,24,49,72,70,51,59,76,37,42,20,27,75,25,48,53,57,24,60,77,75,1,42,45,67,93,37,26,80,79,91,37,41,92,99,39,68,54,82,48,75,94,74,20,94,26,79,16,38,95,81,84,12,19,73,75,39,78,96,78,14,37,82,57,95,50,58,34,75,31,45
95,94,38,92,30,62,83,68,70,19,69,87,23,45,62,20,43,70,56,15,86,83,7,16,91,56,9,97,89,99,30,24,13,89,95,39,25,54,72,36,56,13,66,42,91,41,65,6,28,84,31,43,39,90,93,31,7,33,54,60,20,93,95,85,6,53,78,8,11,31,65,6,62,41,95,27,17,52,27,68,44,98,46,45,64,64,72,49,33,68,77,42,50,76,21,86,14,86,56,78
70,2,66,3,79,60,5,82,27,53,64,69,93,25,37,83,60,93,94,20,79,27,66,97,44,21,66,30,64,10,57,97,43,33,11,79,16,84,12,17,97,77,60,53,58,51,78,51,89,60,56,30,27,63,15,35,53,38,6,45,80,37,95,26,90,84,46,13,5,36,45,30,26,19,27,49,5,55,80,77,91,23,29,12,68,66,5,57,52,71,82,39,58,48,42,79,2,23,34,50
64,30,76,54,12,22,79,71,1,34,1,29,36,65,1,61,31,50,57,2,53,13,68,2,15,31,14,34,95,9,7,97,88,82,63,48,62,15,24,63,59,77,21,18,54,94,35,99,70,26,6,5,65,63,24,14,22,27,86,27,17,3,65,38,45,31,18,4,70,69,3,96,88,54,93,42,11,94,41,90,68,87,54,25,15,91,34,95,80,49,82,75,41,71,2,71,57,58,78,90
87,16,45,33,51,78,8,13,24,59,1,25,90,91,1,37,65,54,69,68,25,91,15,67,5,97,89,79,11,86,58,83,53,64,95,14,22,78,80,34,51,86,91,68,94,43,14,21,39,73,3,29,98,95,54,14,90,17,31,57,97,56,37,21,91,54,71,81,76,16,15,89,7,71,20,45,74,83,84,98,52,7,34,22,64,41,8,86,41,90,44,46,88,39,1,62,75,41,81,69
