58,23,38,83,62,88,64,36,59,28,59,88,95,90,10,10,33,8,77,94,25,90,95,15,51,82,95,99,82,27,4,6,26,44,39,95,64,7,91,77,52,30,4,10,22,39,65,93,70,34,56,18,72,66,59,65,59,93,84,55,89,20,88,49,33,97,48,6,6,64
69,35,26,78,81,41,67,89,1,73,28,37,24,95,43,83,16,13,88,4,40,32,82,85,29,38,22,17,96,60,22,5,62,93,80,91,53,78,65,75,49,81,40,98,12,9,45,23,17,88,40,34,83,47,22,28,69,39,41,80,92,32,12,41,25,28,40,67,43,87
93,41,76,81,94,62,7,76,78,70,57,43,13,13,64,23,15,46,33,67,15,65,67,31,40,56,15,30,77,28,80,8,31,26,53,47,56,79,45,63,83,96,76,5,83,5,87,59,21,31,49,2,33,54,50,68,95,85,93,7,89,88,65,11,5,14,49,14,18,24
69,95,41,22,89,29,64,46,24,62,65,85,84,41,11,34,87,45,82,63,53,1,18,30,7,96,31,61,33,98,88,96,75,7,36,13,43,27,58,99,62,31,3,18,60,75,63,88,67,75,46,39,11,89,79,14,77,29,12,82,19,49,71,86,74,74,39,56,16,56
82,54,72,45,43,85,65,32,65,13,84,92,70,19,7,65,1,54,26,73,84,85,48,67,19,8,34,9,74,19,28,69,86,90,5,59,2,36,25,7,90,91,82,1,71,69,55,59,50,1,69,90,79,14,35,69,64,7,11,49,55,94,1,45,17,30,84,57,34,41
63,61,46,18,39,64,66,35,71,15,3,90,34,31,49,84,31,4,59,98,80,57,35,80,92,23,20,80,57,14,71,49,23,32,11,57,86,34,14,75,64,6,44,32,3,77,39,42,13,3,71,40,13,13,13,12,53,75,32,68,91,7,48,18,28,95,21,42,23,12
62,46,78,34,80,65,87,85,99,40,22,48,75,99,75,99,68,51,98,57,70,90,24,91,52,5,85,97,12,72,95,61,21,34,44,72,86,27,16,12,31,98,82,99,13,56,39,30,81,69,14,53,34,3,67,38,79,30,78,86,79,67,57,55,42,89,1,83,78,24
51,45,20,13,23,83,74,74,98,48,68,52,42,67,88,48,47,47,19,5,6,46,6,24,69,50,68,68,28,26,1,65,36,62,86,86,8,41,34,18,42,86,65,35,28,48,72,73,60,21,2,42,2,75,73,46,38,52,14,23,33,57,68,31,12,83,12,65,86,23
87,57,65,44,93,7,30,52,31,63,48,84,85,5,32,39,82,43,12,81,87,76,38,77,86,26,96,58,1,87,73,94,59,47,26,17,15,56,65,22,31,34,93,40,43,49,64,28,99,72,66,50,49,8,54,88,20,50,90,69,69,98,65,26,47,4,84,12,49,84
13,77,72,73,38,46,31,45,87,36,83,40,3,28,15,20,79,65,40,59,46,9,48,37,16,72,90,3,72,26,70,79,47,37,93,7,56,43,82,29,7,44,81,48,40,16,19,7,15,77,48,65,62,18,28,40,27,19,42,59,65,30,6,64,75,66,3,74,40,33
9,18,45,77,50,77,20,16,86,49,94,36,13,9,99,98,74,4,52,76,93,54,82,85,44,73,97,60,75,74,3,87,5,89,97,55,55,80,14,43,44,74,49,57,60,97,62,46,30,59,89,7,8,46,36,39,98,34,50,91,82,86,94,22,57,41,45,20,13,92
53,32,37,92,41,41,67,14,48,32,23,86,2,95,4,38,82,26,34,75,69,92,78,61,33,3,8,59,7,19,5,87,79,60,47,71,62,95,27,64,88,11,96,41,86,3,57,98,73,19,81,10,89,3,6,47,22,99,73,91,40,37,37,62,86,85,92,13,58,94
15,74,98,10,84,7,12,58,96,63,9,74,69,21,55,61,59,91,40,71,54,60,75,27,87,19,37,3,36,2,48,81,51,65,93,94,64,25,13,38,35,55,24,65,34,79,31,17,16,94,2,24,18,38,63,74,11,41,78,4,99,63,3,61,7,93,12,30,74,33
32,28,61,97,47,23,22,91,29,50,57,65,35,62,40,85,60,59,37,52,97,45,39,66,15,73,76,91,34,67,38,34,53,94,38,99,94,88,2,4,4,59,84,41,99,22,78,2,10,82,77,21,11,58,37,61,39,35,22,38,96,35,51,47,19,42,39,82,44,15
28,59,88,84,58,52,62,44,52,71,25,78,72,93,92,44,41,88,75,64,95,5,44,61,65,53,56,75,88,6,22,71,49,48,13,1,48,7,35,50,25,18,88,39,33,88,4,28,42,88,12,22,15,48,7,62,63,69,17,91,79,16,86,33,85,8,83,26,87,22
63,46,13,19,33,30,25,33,91,20,59,40,24,7,15,19,2,54,16,94,65,53,27,9,27,16,91,15,47,77,5,50,21,85,83,59,31,54,68,78,62,77,19,21,59,49,88,60,49,46,41,83,31,27,44,44,71,87,64,40,67,15,66,26,72,44,28,40,69,39
35,87,23,77,44,72,64,40,52,47,32,1,49,20,62,23,20,45,29,82,39,12,35,23,14,95,51,11,83,45,96,41,44,42,43,34,5,93,27,72,44,80,40,4,90,38,19,11,17,84,28,37,7,60,61,83,67,88,45,34,31,19,93,98,10,17,80,15,24,56
80,28,12,35,12,70,14,54,21,58,1,89,48,3,31,66,85,81,41,11,79,15,91,90,60,62,43,8,67,20,84,95,96,62,32,40,65,4,25,58,73,30,96,24,26,79,25,8,78,72,82,57,17,18,98,12,21,41,41,74,52,44,7,89,8,92,40,26,92,11
10,29,57,1,25,62,27,17,78,33,74,25,9,81,18,96,67,70,85,93,3,81,57,35,57,96,70,51,81,53,45,14,10,64,69,24,1,80,52,23,16,41,8,38,60,74,65,8,47,74,29,99,33,5,23,55,60,42,75,63,30,3,1,45,92,7,18,10,3,20
26,57,28,92,18,98,15,36,82,46,42,24,42,70,99,79,45,88,39,7,4,74,94,85,65,27,68,17,49,93,59,33,46,55,18,69,19,73,14,27,71,53,86,91,14,70,77,53,35,25,28,91,35,79,30,46,19,92,32,20,41,44,55,73,70,3,74,63,3,6
28,13,56,2,31,20,89,91,24,8,14,95,48,27,27,55,43,54,51,2,99,98,64,60,77,51,65,11,80,29,56,97,90,38,72,88,4,78,88,56,69,30,96,1,55,44,79,68,2,46,87,51,94,29,16,26,69,58,98,86,40,86,42,56,31,12,87,36,97,98
24,80,61,5,6,98,3,24,88,81,71,64,92,89,2,62,12,19,18,84,50,9,4,51,55,82,88,56,56,29,18,92,62,67,74,38,51,8,59,48,54,19,19,28,97,22,98,88,6,57,19,21,52,87,13,32,7,58,40,47,5,83,11,78,8,61,21,32,56,28
88,55,49,80,55,9,3,13,2,33,21,14,6,24,39,49,90,94,12,80,13,6,15,87,86,80,86,48,3,18,64,51,25,68,85,25,98,11,95,14,23,95,87,70,77,77,37,18,37,87,2,95,2,45,44,34,18,82,87,93,16,5,56,61,61,13,43,23,50,46
48,85,48,64,6,9,44,89,20,94,68,60,65,98,50,6,15,92,37,57,81,90,13,34,27,46,73,2,40,56,79,27,18,78,99,21,20,98,2,29,13,68,22,57,85,75,39,86,59,14,86,45,47,49,27,62,55,32,26,94,73,10,79,22,92,55,3,40,37,5
9,40,17,80,2,99,66,5,54,7,58,48,87,93,59,20,47,23,74,20,80,92,56,67,44,93,93,37,47,42,44,75,67,37,27,80,8,62,57,47,96,65,39,58,54,98,28,27,66,62,96,50,38,59,37,9,78,43,66,19,78,62,7,24,43,8,64,86,78,43
44,51,26,12,66,10,9,18,21,43,9,64,25,74,33,46,87,74,85,36,64,59,26,18,36,76,23,52,11,51,3,51,58,55,1,59,75,45,11,71,85,78,80,14,13,25,14,47,59,97,27,18,80,95,29,54,72,99,46,40,4,50,86,62,31,82,86,56,58,79
16,89,65,93,74,10,77,95,15,43,96,1,4,15,77,12,3,66,43,72,66,1,48,31,36,18,93,66,61,14,95,55,1,55,42,73,12,64,95,69,68,79,3,75,72,44,12,78,72,7,28,44,6,41,48,50,17,60,14,17,54,58,81,86,84,94,90,64,54,44
89,37,1,56,42,63,33,83,52,27,21,37,25,17,55,75,76,53,72,28,62,73,83,4,83,53,43,39,84,64,76,9,80,54,65,63,61,77,21,39,87,65,16,46,45,45,56,61,36,93,17,12,46,59,7,35,49,39,93,76,5,60,98,84,73,81,98,42,64,49
77,3,50,94,49,6,24,6,73,61,81,8,37,68,4,21,76,13,7,7,72,73,73,32,27,53,66,30,93,37,77,43,48,19,40,37,91,39,45,59,13,12,65,44,66,51,78,78,63,63,6,49,61,65,76,7,35,5,79,79,78,57,95,32,11,3,71,72,45,62
68,83,6,55,19,73,61,87,50,99,79,21,96,14,62,81,82,98,64,81,58,77,16,36,12,46,15,59,35,22,76,59,87,85,92,91,1,67,82,47,84,26,18,80,16,76,48,25,24,6,26,57,60,10,18,11,67,17,18,26,5,71,77,3,58,50,75,43,23,43
84,48,21,35,94,80,50,94,29,66,68,60,15,5,53,94,97,42,43,70,82,94,94,87,77,64,79,96,98,85,95,79,48,24,16,98,28,13,16,19,66,64,83,17,86,55,78,89,74,17,90,95,91,1,99,23,35,80,6,39,36,11,43,49,66,55,79,61,47,93
14,98,20,9,95,23,78,40,1,12,42,55,20,84,25,92,73,77,67,37,42,88,79,97,14,38,63,49,81,66,65,60,2,10,16,46,80,59,26,3,62,32,1,16,57,82,65,62,67,52,65,59,77,78,4,44,74,4,97,78,10,45,56,79,71,44,75,32,47,73
36,84,77,68,60,11,49,48,71,56,95,14,23,92,6,10,37,52,25,32,7,80,72,85,13,58,79,80,89,59,96,94,41,1,46,50,63,42,89,20,32,61,62,86,87,15,1,42,51,85,35,31,89,78,20,39,8,33,91,69,45,83,78,3,69,53,57,42,29,81
77,89,82,35,31,74,57,24,85,55,42,16,28,85,80,76,20,27,50,98,53,2,89,44,82,68,49,37,83,26,61,70,97,56,75,24,3,79,21,3,35,63,45,48,49,62,82,69,45,6,43,4,32,46,90,12,27,17,28,27,29,74,82,93,29,50,51,9,84,61
14,33,45,26,79,57,36,51,67,38,35,86,98,69,14,27,71,54,74,40,52,24,39,74,88,17,74,68,27,12,80,39,82,4,81,51,86,59,85,26,62,72,81,43,25,72,15,87,98,55,14,36,74,78,85,80,80,96,19,64,39,17,37,86,51,55,70,78,17,52
