71,89,33,48,25,41,24,18,95,31,25,90,72,67,1,46,69,4,71,82,19,94,20,1,73,85,38,35,79,14,22,69,12,19,28,9,33,15,85,68,95,41,69,72,36,59,16,94,70,31,48,31,63,79,98,23,13,6,43,98,31,72,61,93,43,48,57,12,85,68,4,77,43,4,90,94,25,53,31,91,76,30,75,58,41,81,44,99,87,11
87,24,71,16,70,25,60,49,25,11,27,84,72,87,42,7,30,17,71,4,40,34,25,53,92,22,65,40,76,9,68,67,13,72,55,45,82,46,35,68,25,1,45,56,20,81,82,47,90,28,53,42,81,70,11,77,67,72,17,29,13,92,9,85,52,74,88,44,37,76,91,39,71,54,97,71,65,82,8,66,33,11,61,39,37,9,60,81,28,70
20,9,55,61,73,69,39,44,88,24,65,1,22,5,16,42,74,20,1,56,35,33,85,55,53,88,30,9,62,78,19,43,79,4,79,31,35,57,40,28,29,73,51,99,38,10,94,36,93,88,1,32,95,40,41,72,22,34,98,44,46,68,12,69,54,78,7,25,61,87,6,31,14,22,44,91,93,25,36,5,12,98,62,88,62,55,41,24,47,85
25,96,90,45,38,91,53,59,21,94,35,2,36,68,19,59,81,91,75,46,83,98,66,81,37,10,24,41,38,43,58,46,61,68,52,65,35,59,52,96,48,9,6,35,27,83,84,24,97,42,64,48,16,99,91,7,88,45,80,69,10,28,19,30,76,76,13,49,74,97,73,25,83,16,25,63,24,68,49,50,67,10,2,76,86,18,76,44,88,66
31,95,54,66,92,5,93,88,91,84,85,27,98,31,43,77,74,14,68,9,20,91,36,83,59,8,63,71,93,24,35,24,56,51,86,88,44,25,24,19,55,21,77,35,79,54,76,39,92,92,92,28,66,12,34,89,29,20,15,28,29,13,20,33,29,74,37,77,33,58,40,31,28,16,9,74,79,89,44,46,72,58,61,57,87,88,33,52,40,32
52,85,52,26,87,61,52,81,71,94,24,79,11,53,32,22,36,83,27,67,68,62,19,8,18,43,3,82,35,88,21,46,65,86,50,26,81,23,44,31,75,57,88,41,69,75,58,63,48,56,85,87,17,10,19,47,17,76,36,34,19,80,64,47,84,42,2,16,29,23,88,21,5,92,4,80,42,17,16,16,6,1,67,64,13,8,34,67,73,16
63,14,28,88,98,11,38,87,27,95,10,4,33,38,14,53,49,63,30,65,80,39,8,94,41,17,37,46,25,1,91,53,45,21,32,87,79,34,30,86,48,87,11,45,83,71,77,43,39,23,22,74,33,74,47,84,60,79,8,63,9,68,12,46,36,94,25,61,82,31,45,59,96,31,26,96,11,24,97,59,10,30,34,37,40,84,69,28,69,5
24,64,18,32,60,32,67,69,18,4,13,44,32,92,50,83,75,79,83,88,73,5,16,11,98,47,17,81,85,39,20,2,97,61,76,17,70,88,21,99,22,22,90,70,74,36,99,56,44,73,26,68,17,76,93,49,70,97,73,30,96,3,28,98,30,65,23,15,6,52,53,31,35,72,57,2,82,44,39,40,58,77,8,63,85,62,82,31,52,22
85,49,23,97,74,68,50,53,46,91,25,10,43,94,21,86,34,79,69,48,6,59,74,53,45,83,60,52,20,85,12,15,76,5,3,88,34,62,8,95,18,10,15,52,67,60,59,53,2,33,90,48,35,40,35,52,90,15,47,64,11,60,16,36,58,68,67,56,72,78,60,95,17,91,16,49,50,46,78,17,49,23,74,11,17,67,61,72,89,96
75,91,63,5,70,90,5,42,28,36,94,84,38,71,38,19,22,28,71,93,61,17,78,50,26,85,20,65,42,44,45,46,38,70,7,76,55,57,35,72,6,94,73,70,9,68,52,37,9,23,31,3,28,75,8,5,16,39,96,21,53,33,43,12,45,80,59,52,6,82,18,18,65,39,61,54,88,83,91,25,74,36,9,54,65,24,7,47,5,3
48,6,45,71,7,47,97,87,68,89,30,4,18,17,81,31,13,57,14,93,72,43,24,95,47,90,75,17,73,40,89,4,98,96,36,33,62,90,50,3,42,70,65,12,77,40,40,40,78,39,88,95,81,23,42,4,74,55,30,47,43,25,91,85,15,93,15,14,25,56,69,98,93,11,99,81,94,32,63,91,82,55,5,41,43,71,90,66,97,91
85,54,63,65,4,82,74,6,8,88,68,57,12,65,23,17,26,46,41,30,98,36,9,68,41,91,85,45,91,32,40,4,58,38,13,70,71,77,67,63,20,11,19,37,65,8,72,70,97,38,86,94,6,14,31,42,53,37,16,62,43,27,28,48,29,93,73,94,1,21,11,59,87,87,25,2,59,34,65,63,5,8,53,54,76,73,6,68,4,38
90,38,88,75,94,1,11,6,45,24,36,72,77,31,96,49,29,94,46,1,21,23,87,46,94,62,2,25,60,77,15,5,35,46,66,9,58,11,57,77,92,34,20,98,58,13,31,1,63,37,86,92,84,49,86,23,63,47,29,26,39,82,26,41,91,24,8,88,56,50,50,25,14,30,29,3,79,77,31,74,83,92,56,3,64,7,16,46,80,83
66,82,8,40,60,78,84,6,98,99,43,35,53,11,63,10,58,6,36,95,98,57,25,81,93,27,21,11,63,81,67,5,9,63,19,20,41,85,11,67,94,37,13,20,31,1,95,99,57,11,33,74,2,98,31,67,77,65,55,51,73,16,41,80,8,10,12,19,87,80,20,49,95,8,80,5,19,87,41,33,66,37,91,73,98,66,85,31,73,18
82,42,64,58,82,92,50,14,93,38,89,41,94,9,30,23,31,54,13,3,49,58,67,82,32,74,69,90,88,95,58,26,29,25,3,2,87,33,57,65,94,66,85,89,66,81,61,41,20,79,18,62,61,62,12,27,37,53,96,30,22,88,48,99,83,48,95,76,87,27,88,85,51,97,48,9,11,59,85,9,85,43,21,10,87,63,1,9,19,17
