49,36,45,11,85,3,67,99,76,17,99,28,74,53,87,69,60,12,66,55,68,47,29,57,93,7,15,90,7,44,17,61,39,20,85,76,53,72,49,41,51,73,64,65,78,8,65,88,61,4,69,17,45,58,23,17,72,54,67,2,40,82,30,67,9,47,7,97,63,5
87,31,21,54,58,71,87,55,15,90,5,64,69,46,6,71,81,24,16,68,18,22,21,51,33,92,77,27,57,77,93,75,85,37,65,27,5,32,42,2,75,29,65,17,28,62,81,65,93,86,58,21,39,9,87,71,93,66,29,29,85,34,3,68,61,14,3,40,37,53
28,27,5,92,99,21,12,93,4,17,11,81,79,81,9,52,58,28,84,16,2,16,78,52,4,15,62,22,49,85,31,8,27,16,77,60,25,11,91,92,42,97,1,97,56,78,41,85,61,79,9,89,53,26,66,68,35,85,97,21,75,20,56,53,71,37,18,46,10,52
55,81,79,12,45,80,77,85,61,96,87,26,38,70,42,1,49,15,19,55,34,89,19,37,82,71,37,3,14,17,93,60,38,53,65,19,88,4,27,82,39,17,69,30,89,55,10,90,91,84,76,59,21,45,15,62,99,76,52,47,7,40,63,49,7,30,81,62,95,40
2,34,77,1,69,44,2,4,13,87,95,65,47,18,23,26,31,80,28,8,63,84,65,24,10,63,68,88,14,69,80,60,11,90,40,76,76,28,67,48,65,6,46,46,9,71,76,53,14,80,34,1,21,22,44,20,54,69,84,48,24,20,89,25,9,61,17,63,2,64
31,57,72,41,7,69,70,86,4,9,26,54,87,87,80,62,94,64,87,62,15,9,19,18,86,90,95,86,59,50,78,56,29,68,48,94,47,36,80,19,14,47,24,5,27,75,44,79,74,94,2,33,40,88,59,30,92,40,22,97,43,55,24,28,1,70,23,77,23,90
30,20,8,72,40,87,53,95,57,64,42,94,33,96,62,4,90,77,69,60,34,97,8,24,32,13,7,90,67,20,43,69,39,77,89,68,4,28,63,22,85,98,47,77,29,75,15,58,46,79,29,2,90,27,14,47,9,71,61,2,90,70,45,4,75,55,93,15,48,14
6,97,33,95,22,96,8,13,89,29,22,68,9,43,8,33,35,53,33,46,66,24,17,69,69,69,78,41,58,44,15,40,47,54,60,93,27,46,90,2,71,14,14,67,20,8,76,33,96,41,12,43,14,93,24,98,11,90,65,91,83,67,48,34,45,10,82,5,26,54
2,45,94,54,55,97,40,2,15,38,45,96,5,57,2,3,19,74,73,17,38,62,28,96,87,74,92,89,45,8,5,62,46,29,94,72,57,56,47,16,29,25,79,98,46,15,55,53,41,12,58,71,40,74,39,2,74,4,93,38,64,84,78,82,84,82,94,67,17,6
96,45,18,46,68,27,52,95,56,39,16,85,47,49,49,50,31,42,36,82,18,39,42,99,96,31,66,61,87,93,58,32,85,24,14,22,51,24,17,83,75,6,75,34,62,25,23,36,64,84,10,55,58,12,82,49,19,98,58,89,51,80,21,47,54,51,60,79,61,58
66,72,14,9,56,31,98,40,70,88,29,68,39,66,55,71,27,62,85,28,86,6,66,47,28,66,14,55,62,52,35,63,58,65,63,14,56,10,67,26,78,50,52,78,15,13,44,71,5,96,51,77,23,30,48,59,42,16,32,74,81,32,81,15,43,16,23,53,50,8
59,8,13,62,45,15,52,49,96,75,45,84,5,31,15,51,49,85,77,54,69,18,42,65,35,7,31,11,89,15,29,53,3,10,17,1,15,58,57,18,60,20,53,70,64,87,72,37,85,68,31,44,54,88,83,87,27,28,87,87,50,6,73,94,19,14,46,67,68,32
11,28,79,86,43,2,35,79,25,70,32,36,88,30,99,34,49,38,74,77,50,30,72,89,23,89,67,71,80,2,17,46,40,62,75,67,15,38,5,23,26,73,83,70,86,62,89,7,86,30,6,37,74,42,32,53,78,97,47,43,58,75,53,22,57,53,77,90,46,49
45,89,57,64,85,54,11,48,45,55,3,5,22,84,42,62,57,2,24,24,21,45,94,47,84,17,11,81,43,56,89,46,32,89,18,87,63,23,41,6,14,34,33,40,91,65,79,88,83,97,15,17,89,57,60,54,20,31,26,96,42,54,1,43,99,13,5,60,66,56
25,75,42,43,28,88,49,97,16,15,27,76,9,15,98,95,74,48,95,72,5,8,77,8,31,55,44,60,44,81,4,27,51,85,64,85,88,76,41,33,2,74,3,46,24,98,46,58,45,5,59,43,71,40,70,65,39,46,55,3,55,62,66,73,1,83,41,84,3,1
50,34,94,24,33,55,89,6,43,18,93,62,89,9,64,83,55,67,63,62,32,68,55,68,44,46,63,76,31,92,55,45,78,17,15,2,68,22,45,5,17,38,16,64,53,71,11,80,6,68,18,23,89,17,86,18,70,30,94,59,48,94,14,42,17,3,11,2,30,91
84,65,17,56,22,41,23,8,7,24,72,79,33,53,34,94,13,94,61,94,46,51,73,97,5,4,31,44,18,82,26,17,49,39,98,27,81,42,29,20,66,91,37,58,87,95,48,17,18,32,55,15,82,69,79,68,33,75,69,31,67,29,92,22,49,57,13,55,14,48
54,8,82,18,39,11,42,74,55,93,47,71,67,43,78,3,51,80,70,98,16,95,26,1,21,6,64,55,37,27,4,53,43,90,18,56,26,58,89,93,12,44,17,6,68,41,35,47,30,72,9,78,88,17,15,87,38,7,42,5,4,8,45,14,64,2,27,61,28,20
56,56,21,49,83,10,53,95,41,13,22,39,87,58,98,75,17,54,83,68,20,92,74,11,43,70,93,31,77,78,30,5,55,68,98,43,84,60,46,62,81,45,21,38,66,27,28,54,44,11,8,68,40,95,49,61,48,28,77,49,85,21,10,39,54,76,1,81,14,36
83,24,12,44,53,55,48,16,25,5,78,90,91,29,51,6,97,67,4,40,41,75,21,4,39,64,72,23,58,81,11,96,24,17,52,52,95,90,80,6,50,74,12,10,57,79,46,84,42,42,40,42,99,3,54,82,11,72,55,83,78,36,15,47,23,40,29,92,35,69
66,8,67,26,53,19,69,40,35,20,39,89,50,35,46,12,83,33,66,21,74,41,47,56,24,72,27,12,18,77,21,32,88,75,24,60,75,51,28,70,2,24,68,73,21,18,8,73,24,5,7,54,72,26,58,57,82,39,92,43,10,23,94,26,46,32,63,76,45,75
73,95,27,91,82,52,20,30,97,42,87,85,4,14,29,82,23,67,36,73,52,87,36,80,93,46,50,24,37,17,63,43,31,32,26,17,85,83,41,69,65,25,72,40,62,72,8,9,98,20,90,48,89,20,11,60,81,68,3,65,39,17,60,73,41,84,66,15,16,62
82,24,82,96,97,67,59,9,81,48,55,22,28,83,65,93,35,29,31,92,66,79,29,95,63,82,44,72,78,72,54,8,23,98,81,27,4,14,2,87,59,87,83,5,91,90,71,55,81,71,57,97,65,40,97,95,16,18,70,35,11,48,40,60,81,97,63,51,53,55
