73,10,6,40,4,54,14,55,72,82,46,75,85,60,18,75,36,72,79,22,60,40,91,88,62,28,74,15,8,6,27,76,27,2,89,55,90,61,31,75,25,50,78,2,59,37,25,36,48,64
45,60,64,46,1,33,33,22,25,3,38,45,58,5,44,19,18,22,39,9,97,61,1,96,79,96,58,13,82,91,17,27,62,53,75,57,3,16,53,71,36,51,46,15,36,87,61,28,79,9
66,64,36,76,49,35,61,48,21,71,50,68,81,84,23,83,46,11,42,76,21,76,19,8,2,44,11,9,74,82,12,75,98,35,9,9,39,22,56,22,52,56,28,32,16,57,88,30,70,19
57,65,53,53,68,99,58,34,96,36,97,68,35,21,47,86,74,55,66,16,42,30,18,8,39,48,8,43,24,79,52,73,50,17,56,24,8,9,32,22,30,38,35,40,31,20,12,3,43,79
29,33,44,2,15,69,36,83,68,52,75,78,57,97,80,99,19,35,84,41,48,99,50,88,2,33,12,50,61,50,88,76,24,65,56,3,46,27,12,82,75,81,57,89,3,12,27,18,88,83
43,61,23,85,11,25,91,91,10,93,56,53,59,53,67,64,15,76,96,55,35,62,20,24,41,74,39,27,40,65,39,5,56,79,69,80,6,77,36,73,90,42,29,11,84,92,66,54,6,80
16,62,57,70,44,21,33,70,64,26,31,47,10,89,81,15,93,82,36,36,41,85,73,27,9,39,88,89,61,76,11,17,28,60,97,40,98,89,42,64,28,70,69,20,88,68,44,14,62,97
67,26,28,1,85,32,39,21,14,91,52,78,3,44,41,67,38,96,81,94,14,19,53,17,27,92,51,73,6,37,52,64,71,44,62,81,39,70,53,27,69,14,97,36,74,22,54,8,24,38
67,68,34,93,38,56,33,36,83,92,1,10,43,16,87,98,19,6,41,1,64,55,98,53,13,75,86,95,83,20,37,12,48,55,10,6,74,34,58,76,43,4,3,25,26,92,71,51,40,52
72,13,27,50,35,46,21,73,92,45,80,53,19,46,69,94,96,59,3,42,29,65,3,27,27,82,8,26,21,99,84,51,16,85,2,94,53,44,90,83,48,82,92,54,93,72,43,76,2,12
43,89,75,11,12,7,72,66,59,65,61,42,32,9,72,60,46,67,43,21,5,59,20,22,72,49,5,35,77,64,37,92,88,32,28,74,57,57,53,91,39,68,50,28,76,38,57,53,74,64
4,75,37,38,47,8,5,32,41,59,77,16,63,60,47,13,97,32,88,50,74,49,20,6,39,16,87,20,5,25,50,97,60,29,52,15,71,19,14,10,61,54,9,44,77,26,79,47,82,10
43,62,61,82,51,90,16,11,33,99,81,48,46,35,83,12,66,56,90,34,43,18,7,22,36,57,77,63,98,39,14,50,79,84,35,15,53,41,93,18,87,49,22,76,12,35,17,14,15,56
74,66,4,23,33,44,46,66,49,64,52,78,82,54,83,48,56,27,80,49,29,9,22,74,78,1,7,81,2,39,17,19,3,33,2,43,54,12,26,79,85,27,87,34,44,70,49,98,74,41
88,79,18,77,19,24,56,12,76,76,27,87,40,45,71,35,74,74,39,77,18,63,85,94,88,45,98,19,8,22,98,76,97,18,89,40,76,76,36,75,89,57,78,70,1,65,96,46,90,59
38,71,76,77,22,89,54,5,71,77,60,63,22,10,96,50,99,42,39,72,34,61,86,82,64,13,96,79,62,62,63,41,50,31,9,38,78,32,60,6,36,2,5,77,9,90,45,62,15,85
29,16,39,98,52,11,26,55,99,28,15,91,79,84,36,54,75,61,90,76,8,66,61,33,30,77,16,6,17,52,21,34,61,1,13,63,8,69,72,66,33,71,34,53,50,39,31,81,3,41
71,5,93,88,25,82,69,16,18,83,56,98,55,55,16,70,25,87,98,31,44,28,23,66,44,46,8,68,50,89,74,65,5,83,13,9,29,55,46,76,55,78,9,95,59,1,73,71,78,62
8,3,85,39,76,4,62,90,69,77,15,29,60,38,73,80,35,3,6,97,15,44,66,37,90,94,34,10,54,91,61,59,33,42,60,48,10,79,79,71,84,73,2,68,5,11,76,56,83,26
64,21,41,7,48,65,8,6,79,89,67,50,14,80,1,68,69,26,93,32,59,17,76,89,41,71,30,21,95,99,99,51,88,20,15,90,28,11,92,86,2,44,2,10,7,60,58,57,12,89
57,65,53,61,56,6,55,84,63,65,66,29,49,45,6,46,78,91,82,5,70,92,17,13,45,71,82,83,35,30,28,37,36,74,43,58,5,20,40,82,87,28,39,19,24,1,81,49,29,96
92,51,42,23,67,55,24,66,12,10,49,12,7,2,29,66,35,31,24,24,13,83,44,83,43,88,99,4,51,21,83,88,57,73,11,96,32,96,29,72,41,72,68,28,88,64,55,65,85,76
14,81,82,74,61,2,69,10,29,24,50,48,72,7,71,32,23,3,68,92,65,61,48,32,9,36,65,90,82,52,96,43,15,2,68,46,95,94,35,56,66,17,88,41,2,12,2,22,46,98
3,27,36,91,29,61,3,39,20,40,68,55,73,3,59,76,73,92,58,97,73,3,18,64,3,15,44,2,33,75,71,27,22,37,54,80,25,96,14,98,59,56,97,14,32,60,45,76,19,81
95,10,4,14,69,28,71,7,43,33,97,88,77,64,67,98,52,48,60,85,50,38,77,83,95,57,76,12,50,46,10,63,41,96,8,34,43,67,94,91,71,98,79,90,88,30,99,58,58,98
57,94,48,92,44,94,75,80,86,58,36,80,72,90,97,2,96,83,24,47,53,6,76,89,78,90,34,86,79,94,60,35,81,93,49,13,40,37,10,93,84,11,75,81,20,20,72,42,5,42
81,58,4,80,79,24,96,23,45,46,78,92,90,59,73,32,90,8,4,32,50,77,53,86,33,49,52,19,66,26,60,53,87,15,99,55,7,53,36,40,95,18,26,53,91,6,54,96,54,50
71,65,89,55,80,44,6,97,26,13,42,42,58,68,79,74,97,33,40,21,16,47,14,88,87,62,71,82,24,18,97,39,31,55,60,66,49,42,44,3,20,3,49,64,10,15,52,38,68,90
1,82,78,28,78,31,81,1,78,42,15,15,60,16,38,20,13,68,82,30,31,58,4,13,69,84,46,85,93,59,96,4,32,7,24,24,8,76,98,59,19,7,73,18,2,98,69,92,78,23
96,89,13,93,64,19,18,6,31,85,29,78,59,72,66,45,99,29,75,14,8,85,75,66,96,36,1,12,61,40,40,47,91,51,72,2,18,25,48,39,78,65,74,31,55,10,66,6,34,94
29,36,37,60,86,18,19,25,24,26,82,91,46,75,79,68,18,10,44,76,52,82,99,54,17,82,62,6,62,92,56,62,17,18,30,19,17,28,6,87,78,19,92,7,81,98,86,90,34,18
65,43,5,64,64,16,74,32,74,69,48,80,66,33,45,65,89,84,22,58,16,91,91,30,38,60,96,22,54,30,61,36,89,85,1,7,37,37,99,78,76,17,22,59,96,74,61,81,58,53
19,41,47,71,29,69,87,74,92,40,34,57,20,82,23,83,31,79,12,41,18,2,11,92,64,67,47,21,53,69,46,4,29,44,27,61,94,27,69,35,37,44,37,28,18,75,83,15,9,95
45,84,48,45,74,62,27,27,23,80,81,31,35,66,50,98,21,47,9,8,69,47,18,27,12,24,99,94,84,80,35,12,86,73,44,51,9,99,35,20,2,7,17,97,36,13,14,84,27,99
83,74,36,21,27,82,43,46,50,99,82,39,95,79,61,74,29,15,15,43,63,82,89,24,99,53,5,66,54,91,76,53,17,65,17,49,82,31,33,38,80,22,58,99,51,99,49,24,56,1
39,5,1,44,99,93,98,85,73,56,87,70,2,65,17,79,4,64,89,94,72,8,95,32,32,43,76,30,69,46,27,7,95,96,10,31,41,75,26,27,85,87,71,23,83,99,79,17,9,16
22,70,68,95,75,3,34,79,32,41,92,49,57,57,54,86,64,70,19,51,58,20,60,94,63,83,48,62,35,45,15,75,7,5,28,48,93,19,81,83,87,62,64,77,53,27,14,75,63,83
30,31,42,35,51,19,32,91,73,60,82,78,68,80,3,28,65,65,57,48,78,63,47,72,68,39,34,96,87,30,25,13,37,40,32,10,9,25,52,63,42,76,28,80,77,28,29,24,45,47
65,46,30,55,22,86,39,53,28,76,55,63,65,44,21,94,13,98,22,90,2,39,23,68,76,88,70,23,80,7,32,13,82,93,26,92,33,51,1,43,43,34,8,68,45,72,82,24,78,42
33,13,30,41,41,32,10,33,34,33,76,63,39,65,19,35,70,9,11,57,26,90,79,85,27,20,39,33,85,35,28,22,1,27,52,4,17,98,76,47,61,44,64,84,60,99,17,84,90,81
66,34,78,58,65,37,68,37,29,1,45,95,16,68,17,72,4,42,19,45,35,48,19,78,4,91,63,51,35,16,77,52,57,13,35,73,17,73,74,43,45,63,30,18,5,15,89,1,81,8
9,23,36,58,85,46,93,42,91,33,76,2,68,80,19,68,4,63,9,83,51,33,20,43,80,16,37,74,17,57,80,39,90,78,32,22,73,41,60,78,25,38,81,71,86,45,1,99,18,8
80,71,36,40,20,73,93,69,45,78,26,54,70,90,64,19,78,27,52,38,27,74,62,58,98,44,37,91,86,44,93,75,26,76,8,32,23,58,82,72,40,80,40,12,80,41,57,29,94,88
59,18,63,45,73,87,58,44,40,55,79,83,51,45,15,86,15,72,16,95,14,76,3,56,72,89,12,19,65,33,7,34,83,27,44,87,55,75,35,57,92,94,11,53,48,28,70,53,9,69
17,5,52,97,96,58,56,98,49,77,45,65,60,76,56,31,84,65,25,60,62,24,99,11,99,76,42,50,85,4,20,27,28,68,97,23,50,12,99,69,19,22,24,64,35,4,18,37,67,18
43,38,29,55,20,43,4,64,24,77,71,46,9,47,93,16,10,38,83,50,77,50,38,79,5,53,26,11,33,29,88,88,34,8,11,83,72,48,16,95,16,56,83,20,10,11,84,53,85,49
71,91,80,66,83,62,90,4,97,71,36,93,87,37,37,18,69,93,90,34,7,30,77,83,2,87,32,97,65,28,30,3,3,12,6,89,66,28,89,3,97,88,13,17,40,26,56,71,99,76
71,57,94,20,61,19,9,38,17,13,10,45,78,50,31,65,51,45,57,70,59,45,53,78,67,5,58,86,33,86,78,82,63,94,96,28,96,21,42,5,34,82,66,88,47,50,34,45,81,53
72,49,68,80,60,76,32,58,10,17,8,42,27,32,59,7,26,80,46,19,47,49,77,1,84,91,94,60,65,77,26,70,68,1,98,85,3,82,78,19,72,12,41,86,82,61,5,52,11,16
76,22,10,22,69,94,68,28,51,39,5,37,68,85,9,80,67,47,66,72,10,81,38,45,74,55,80,14,78,23,81,95,7,80,13,28,76,40,17,93,92,34,85,81,3,20,42,51,90,83
