78,24,54,30,24,7,71,76,74,16,26,40,96,28,98,74,63,84,74,32,43,23,97,19,72,56,56,61,16,62,84,50,44,19,3,54,5,95,82,7,68,16,64,10,60,77,38,60,61,79,32,35,8,43,38,75,45,65,19,85,52,6,27,83,21,93,38,25,59,47,2,29,24,82,35,81,13,84,24,12
8,58,57,76,96,23,87,59,71,36,30,47,2,9,41,81,15,89,39,59,76,97,64,15,33,57,32,33,80,88,42,79,31,30,58,73,52,20,98,33,1,61,26,54,48,96,72,90,14,18,56,68,14,40,88,42,90,79,59,22,86,43,89,27,6,14,26,11,73,65,28,52,25,91,27,44,66,36,17,88
81,78,28,28,4,58,43,77,40,75,30,46,69,67,97,98,64,3,62,86,65,22,59,31,25,20,31,18,95,7,5,95,6,39,48,67,64,60,8,13,36,16,8,97,87,64,99,19,45,90,23,8,99,21,28,45,93,31,8,24,2,8,44,33,28,56,86,28,26,2,30,29,38,88,33,30,29,9,87,24
34,4,6,48,70,86,3,57,51,23,11,1,57,95,80,51,5,76,22,31,97,51,7,81,88,76,38,70,85,31,55,50,86,33,70,56,30,82,37,3,38,76,15,94,24,2,95,86,43,45,22,56,92,30,34,85,34,99,8,19,41,9,90,83,78,16,40,62,35,36,7,92,38,31,90,83,38,26,54,95
42,59,87,54,19,42,58,12,89,92,46,61,50,39,94,96,41,21,4,78,64,73,9,25,18,96,85,74,17,44,41,43,16,94,8,89,79,91,79,70,37,80,25,52,39,26,86,43,34,62,6,77,13,52,26,76,47,9,29,85,7,14,70,67,84,87,66,76,56,57,34,27,67,89,21,26,29,71,95,5
38,33,71,6,23,51,38,60,28,82,79,14,35,54,46,35,79,96,29,27,60,68,11,1,50,85,85,96,39,33,76,45,36,21,57,5,76,88,16,76,43,77,93,56,85,71,41,99,21,75,67,53,56,84,82,65,13,39,15,2,82,70,10,67,53,14,73,79,35,23,25,85,95,12,25,4,68,23,55,22
36,24,30,6,77,92,93,50,63,95,64,3,73,28,54,81,44,43,9,95,16,91,86,38,74,70,5,94,91,19,76,11,35,84,27,90,36,48,57,57,69,58,32,74,83,72,52,42,14,89,51,65,42,9,66,38,71,96,10,38,69,17,80,78,3,54,18,59,41,64,4,41,72,26,13,87,56,43,93,55
93,7,96,24,38,50,69,34,63,79,93,84,27,98,1,84,35,62,27,3,52,32,77,71,4,98,6,14,34,29,6,92,91,67,59,53,43,16,30,99,39,86,63,51,28,81,68,46,30,8,10,17,37,76,78,1,1,44,90,22,69,78,26,92,72,50,66,82,88,33,55,92,39,73,89,73,87,20,69,88
30,90,24,80,47,14,19,66,92,89,13,44,57,61,24,54,46,41,14,49,42,52,44,1,55,19,67,34,16,7,98,92,61,22,87,39,42,22,87,59,50,15,17,13,24,22,59,35,43,13,32,42,50,1,65,63,1,91,60,63,31,2,41,18,74,48,9,94,14,20,87,93,62,88,17,8,68,77,6,84
40,52,54,21,25,29,58,10,97,76,9,84,90,53,14,35,51,96,97,35,84,35,53,14,90,31,73,11,50,9,20,61,12,80,65,29,14,14,85,30,22,59,87,62,46,38,40,46,48,27,20,68,20,32,20,8,14,17,93,14,47,57,49,2,78,98,32,40,99,67,62,67,40,27,59,22,45,30,14,97
25,55,68,91,46,62,86,33,43,2,58,94,37,4,1,89,24,84,18,77,64,72,92,88,11,68,58,42,62,1,67,34,76,92,34,42,97,4,25,58,22,31,97,24,90,18,73,88,33,78,80,98,33,28,36,41,91,13,36,2,53,19,67,87,47,47,19,20,66,65,44,87,46,44,99,92,83,11,56,17
20,15,36,88,58,10,87,86,5,7,65,99,17,5,94,88,96,84,90,21,32,82,61,61,96,36,49,75,31,30,37,39,58,79,74,89,45,86,89,17,30,60,8,17,96,7,49,12,44,81,90,56,51,35,19,93,63,18,89,34,85,99,6,52,98,97,28,23,57,20,37,4,37,37,69,8,49,48,85,53
7,89,27,77,19,66,16,8,73,22,86,72,92,40,13,6,85,8,42,41,11,95,68,49,73,20,44,40,95,1,17,97,81,59,28,32,79,13,98,24,29,23,51,5,28,97,84,95,3,7,59,92,41,15,89,38,61,24,18,93,98,52,73,82,31,81,58,69,30,64,96,37,45,21,33,74,89,59,6,84
61,55,55,63,55,58,1,18,24,99,17,47,21,71,40,17,67,77,68,69,49,79,67,31,3,94,57,20,65,19,66,73,99,24,36,88,66,14,2,9,49,79,59,59,59,65,16,45,12,56,31,19,97,75,42,96,87,1,59,72,98,30,21,3,23,40,59,74,94,71,56,17,25,8,87,55,74,35,40,71
62,17,4,72,60,32,83,75,17,93,33,73,2,61,56,68,78,57,98,81,57,90,5,98,81,36,82,99,86,59,28,9,20,20,86,83,71,30,83,66,7,47,19,61,18,84,73,60,23,66,62,68,18,97,98,63,18,93,65,45,7,9,94,20,69,23,61,2,93,80,35,65,3,8,38,90,42,28,40,26
34,99,83,44,10,49,82,89,55,83,70,95,74,51,51,77,24,16,87,65,71,64,90,60,96,36,67,80,47,53,91,26,90,13,4,44,94,72,23,88,26,43,25,55,60,35,10,52,4,72,54,72,8,59,4,79,7,85,45,3,40,62,67,55,93,44,45,78,50,11,47,56,12,96,28,23,11,85,79,57
11,27,38,89,11,71,29,32,10,36,20,5,28,2,60,45,18,69,27,83,13,29,31,22,10,69,45,46,41,11,71,25,21,17,94,48,33,88,37,98,51,58,13,75,79,7,63,95,72,40,97,13,21,78,97,37,58,68,17,14,58,52,44,71,54,87,67,84,33,89,47,82,99,57,2,52,65,57,86,15
20,97,45,73,17,98,24,64,29,36,39,4,8,89,90,22,1,37,19,31,3,4,84,2,35,44,62,66,14,99,70,80,14,22,7,9,4,24,86,86,92,40,56,9,40,3,34,87,18,69,6,96,50,55,66,83,80,10,10,95,28,39,94,1,45,8,99,81,72,84,22,97,13,77,77,43,70,55,85,64
53,94,59,59,97,67,52,60,36,84,50,36,68,60,71,60,32,9,9,6,88,60,73,12,97,72,15,52,38,78,29,4,68,13,72,75,69,14,83,19,68,58,9,74,2,2,34,72,66,76,50,54,27,61,64,60,3,74,32,99,8,1,60,80,23,81,17,20,63,87,17,63,29,73,70,74,90,44,43,54
25,53,80,10,35,69,17,18,14,20,44,31,25,95,8,62,5,31,87,92,85,77,63,46,94,67,48,70,31,66,90,86,44,21,26,54,19,96,98,78,12,10,83,65,46,44,82,36,75,93,39,79,54,74,20,86,58,10,18,36,84,52,41,42,58,86,9,43,61,36,53,79,31,52,72,97,1,30,85,87
43,40,58,32,95,84,45,53,94,47,18,13,50,89,46,76,60,96,72,40,64,28,8,21,70,61,20,11,64,10,76,15,44,53,98,68,9,45,16,16,84,81,98,69,91,32,15,67,74,37,44,55,6,43,80,83,26,41,15,49,23,59,22,5,8,61,45,19,59,98,88,51,98,33,47,96,57,43,34,53
33,98,97,85,37,61,6,3,87,28,88,81,27,26,47,57,64,24,27,31,14,41,28,30,1,36,97,33,11,61,39,55,75,77,69,78,80,82,92,7,36,15,61,39,34,64,7,52,35,54,81,28,27,69,39,1,43,89,53,75,55,95,74,2,6,32,44,54,20,16,34,5,15,55,78,43,54,61,61,43
65,17,5,45,34,24,98,62,24,37,82,9,19,97,74,18,39,52,67,60,33,49,25,2,48,74,32,19,76,88,55,83,39,94,34,63,2,40,39,42,29,56,50,67,57,52,74,45,61,87,51,24,5,85,76,18,92,16,89,67,39,7,8,29,21,77,71,2,6,56,54,26,17,45,97,28,79,6,44,54
23,60,5,66,66,94,57,25,65,6,48,54,49,2,12,47,80,78,69,48,60,14,55,9,25,58,54,70,52,10,4,6,79,9,32,69,61,62,71,51,4,47,48,2,53,8,56,6,45,24,34,28,82,66,57,83,85,87,33,57,17,15,26,92,94,58,15,17,80,98,69,25,46,61,30,10,21,7,23,89
94,72,98,49,81,99,62,9,90,48,53,6,62,93,78,75,57,19,59,22,27,2,3,93,28,41,82,51,81,60,27,89,17,42,51,21,74,76,79,65,11,9,37,96,78,75,17,57,47,69,81,71,69,4,83,68,75,99,5,54,71,44,35,70,97,38,47,31,94,18,19,80,23,7,53,13,52,98,79,35
52,72,88,3,44,41,74,13,94,59,80,18,60,63,39,82,62,49,16,37,71,30,12,18,45,62,4,97,98,25,1,16,58,63,42,62,96,60,27,89,12,69,22,8,30,41,97,97,22,6,32,15,11,91,55,29,57,53,95,74,15,24,6,62,47,73,47,63,25,4,91,96,60,80,28,39,16,61,53,14
